persona_id,trait_name,trait_category,inferred_value,ground_truth_value,similarity_score,confidence,rationale,is_selected,,
persona_031,Big Five - Agreeableness,psychographic,High,Extremely Low,0.455,0.85,"Strong interest in volunteerism (helpstay.com, justserve.org), community service (lutheranservices.org), social justice (afsc.org), and cooperative organizations suggests a compassionate and helpful nature.",FALSE,,
persona_031,Big Five - Neuroticism,psychographic,Low,Average,0,0.7,"The overall profile reflects ambition, proactivity, and engagement rather than anxiety or stress. The proactive approach to career, education, and interests suggests emotional stability.",FALSE,,
persona_031,place of birth,demographic,"Houston, TX with ties to Massachusetts",(missing),0,0.7,A specific visit to a Houston Korean festival site (kfesthouston.com) provides a strong geographic marker. Visits to mass.gov and umass.edu suggest a past or current connection to Massachusetts.,FALSE,,
persona_033,age,demographic,42,62,0.333,0.6,"Mid-career professional profile suggested by managing events (fielddrive.com), grant writing (fundsforngos.org), and community leadership, balanced with personal development (calm.com, happiness.com).",FALSE,,
persona_033,sex,demographic,Female,Female,1,0.55,"Browsing history includes sites for crafting (creativebug.com), fashion (imodstyle.com), and community wellness (wellnesswithin.org), which have audiences that skew female.",FALSE,,
persona_033,race,demographic,White alone,White alone,1,0.2,No direct evidence. This is an assumption based on general demographic data for leadership roles in U.S. non-profit organizations.,FALSE,,
persona_033,ancestry,demographic,American,French Canadian,0.646,0.3,No direct evidence beyond strong ties to U.S. civic and governmental institutions.,FALSE,,
persona_033,religion,demographic,Religiously unaffiliated,Catholic,0.577,0.5,"Despite visiting a site related to a Catholic bishop's conference (justiceforimmigrants.org), it appears to be for professional research on a social issue, with no other signs of personal religious practice.",FALSE,,
persona_033,place of birth,demographic,Massachusetts/MA,Florida/FL,0,0.1,"Very weak signal. One of the few specific locations visited is amherstma.gov, but browsing history covers many U.S. regions, indicating national-level work rather than a specific home base.",FALSE,,
persona_033,citizenship,demographic,U.S. citizen,Born in the United States,0.615,0.95,"Extensive browsing of U.S. government sites at federal (epa.gov, cdc.gov, whitehouse.gov), state (myflfamilies.com), and local (lacity.gov, amherstma.gov) levels indicates deep civic and professional engagement within the U.S.",FALSE,,
persona_033,income,demographic,75000,111100,0.82,0.6,"Estimated salary for a program manager or director in the non-profit sector, consistent with indicated responsibilities like grant writing and event management.",FALSE,,
persona_033,education,demographic,Master's degree,"1 or more years of college credit, no degree",0.417,0.75,"The nature of the work (grant writing, policy research, community development) and visits to university sites (umass.edu, ufl.edu) and online courses (coursera.org) suggest an advanced degree.",FALSE,,
persona_033,employment status,occupational,"Civilian employed, at work",Not in labor force,0.416,0.95,"Visits to professional tools like timedoctor.com, zoom.us, and event management platforms (fielddrive.com) strongly indicate current employment.",FALSE,,
persona_033,industry category,occupational,Social Advocacy Organizations,Not applicable,0.087,0.9,"Domain list is dominated by sites for affordable housing, immigrant justice (justiceforimmigrants.org), conservation (conservation.org), and fundraising for non-profits (fundsforngos.org).",FALSE,,
persona_033,occupation category,occupational,Community and Social Service Specialists,Not applicable,0.174,0.85,"Browsing history points to work in community organizing, event management (impactspeakers.com), and program development, which falls under this category.",FALSE,,
persona_033,class of worker,occupational,"Employee of a private not-for-profit, tax-exempt, or charitable organization",Not applicable,0.079,0.9,"The focus on NGOs (fundsforngos.org), community foundations (sbfoundation.org), and social causes is the defining characteristic of the browsing history.",FALSE,,
persona_033,veteran status,demographic,Non-Veteran,Non-Veteran,1,0.9,"No visits to military, veteran affairs, or related government websites.",FALSE,,
persona_033,marital status,demographic,Never married,Married,0.661,0.4,"No evidence of browsing related to dating, marriage, or parenting. The focus is heavily on professional and personal development.",FALSE,,
persona_033,household type,demographic,"Female householder, living alone","Married couple household, no children of the householder less than 18",0.524,0.4,"Inference based on a ""Never married"" status and no indication of children or other family members in the household.",FALSE,,
persona_033,family presence and age,demographic,No own children of the householder under 18 years,With related children 5 to 17 years only,0.46,0.7,"Lack of any browsing related to parenting, K-12 schools (pps.net is likely professional research), or child-related products/services. Helpinghandhome.org appears to be work-related.",FALSE,,
persona_033,health insurance,demographic,With health insurance coverage,With health insurance coverage,1,0.8,"As a full-time professional in the U.S., it is highly probable they have health insurance through their employer.",FALSE,,
persona_033,disability,demographic,nan,With a disability,0.151,0.6,"The visit to know-the-ada.com is likely for professional reasons to ensure event or program compliance, rather than personal research.",FALSE,,
persona_033,political views,psychographic,Democrat,Democrat,1,0.8,The ideological alignment with progressive causes strongly correlates with support for the Democratic party in the U.S. political context.,FALSE,,
persona_033,lifestyle,behavioral,Mission-driven and community-oriented,Active and community-oriented,0.669,0.9,The browsing history shows a person whose professional and personal interests are deeply intertwined with social causes and community building.,FALSE,,
persona_033,mannerisms,behavioral,"Articulate and passionate, likely a skilled public speaker.",Often fidgets when nervous,0.099,0.65,"Inferred from research on booking speakers (impactspeakers.com, speakeragency.co.uk) and engaging in advocacy work, which often requires strong communication skills.",FALSE,,
persona_033,detailed job description,occupational,"A non-profit program manager or director who organizes community events, writes grants for social causes (housing, immigration, environment), and engages in public advocacy.","Retired, previously worked in education",0.381,0.9,"Synthesis of evidence from fundsforngos.org (grant writing), fielddrive.com (event management), impactspeakers.com (organizing), and various advocacy domains.",FALSE,,
persona_033,Big Five - Agreeableness,psychographic,High,Extremely High,0.67,0.8,"The entire profile is built around helping professions and social good, from non-profit work to personal interest in wellness and happiness.",FALSE,,
persona_033,Big Five - Conscientiousness,psychographic,High,Extremely High,0.67,0.85,"Professional activity involves organizing events, managing grants, and researching policy, all of which require high levels of organization and diligence. Use of a time tracker (timedoctor.com) reinforces this.",FALSE,,
persona_033,Big Five - Neuroticism,psychographic,Low,Extremely High,0.61,0.6,"Proactively visits sites for mental wellness and stress management (calm.com, wellnesswithin.org), suggesting a focus on maintaining emotional stability rather than reacting to a crisis.",FALSE,,
persona_033,Big Five - Openness,psychographic,High,Average,0,0.9,"Demonstrates a wide range of interests from diverse social issues, creative hobbies (creativebug.com), self-publishing (self-publishingschool.com), and continuous learning (coursera.org, open.edu).",FALSE,,
